feature_id,base_series,frequency,lag,source_file,nonmissing_quarters,coverage_share
m__ttlcons_ttlcons__lag008,ttlcons_ttlcons,m,8,FRED_TTLCONS_TTLCONS.csv,131,0.410658
m__ttlcons_ttlcons__lag009,ttlcons_ttlcons,m,9,FRED_TTLCONS_TTLCONS.csv,131,0.410658
m__ttlcons_ttlcons__lag010,ttlcons_ttlcons,m,10,FRED_TTLCONS_TTLCONS.csv,130,0.407524
m__ttlcons_ttlcons__lag011,ttlcons_ttlcons,m,11,FRED_TTLCONS_TTLCONS.csv,130,0.407524
m__ttlcons_ttlcons__lag012,ttlcons_ttlcons,m,12,FRED_TTLCONS_TTLCONS.csv,130,0.407524
m__uempmean_uempmean__lag001,uempmean_uempmean,m,1,FRED_UEMPMEAN_UEMPMEAN.csv,313,0.981191
m__uempmean_uempmean__lag002,uempmean_uempmean,m,2,FRED_UEMPMEAN_UEMPMEAN.csv,313,0.981191
m__uempmean_uempmean__lag003,uempmean_uempmean,m,3,FRED_UEMPMEAN_UEMPMEAN.csv,313,0.981191
m__uempmean_uempmean__lag004,uempmean_uempmean,m,4,FRED_UEMPMEAN_UEMPMEAN.csv,312,0.978056
m__uempmean_uempmean__lag005,uempmean_uempmean,m,5,FRED_UEMPMEAN_UEMPMEAN.csv,312,0.978056
m__uempmean_uempmean__lag006,uempmean_uempmean,m,6,FRED_UEMPMEAN_UEMPMEAN.csv,312,0.978056
m__uempmean_uempmean__lag007,uempmean_uempmean,m,7,FRED_UEMPMEAN_UEMPMEAN.csv,311,0.974922
m__uempmean_uempmean__lag008,uempmean_uempmean,m,8,FRED_UEMPMEAN_UEMPMEAN.csv,311,0.974922
m__uempmean_uempmean__lag009,uempmean_uempmean,m,9,FRED_UEMPMEAN_UEMPMEAN.csv,311,0.974922
m__uempmean_uempmean__lag010,uempmean_uempmean,m,10,FRED_UEMPMEAN_UEMPMEAN.csv,310,0.971787
m__uempmean_uempmean__lag011,uempmean_uempmean,m,11,FRED_UEMPMEAN_UEMPMEAN.csv,310,0.971787
m__uempmean_uempmean__lag012,uempmean_uempmean,m,12,FRED_UEMPMEAN_UEMPMEAN.csv,310,0.971787
m__umcsent_umcsent__lag001,umcsent_umcsent,m,1,FRED_UMCSENT_UMCSENT.csv,294,0.92163
m__umcsent_umcsent__lag002,umcsent_umcsent,m,2,FRED_UMCSENT_UMCSENT.csv,294,0.92163
m__umcsent_umcsent__lag003,umcsent_umcsent,m,3,FRED_UMCSENT_UMCSENT.csv,293,0.918495
m__umcsent_umcsent__lag004,umcsent_umcsent,m,4,FRED_UMCSENT_UMCSENT.csv,293,0.918495
m__umcsent_umcsent__lag005,umcsent_umcsent,m,5,FRED_UMCSENT_UMCSENT.csv,293,0.918495
m__umcsent_umcsent__lag006,umcsent_umcsent,m,6,FRED_UMCSENT_UMCSENT.csv,292,0.915361
m__umcsent_umcsent__lag007,umcsent_umcsent,m,7,FRED_UMCSENT_UMCSENT.csv,292,0.915361
m__umcsent_umcsent__lag008,umcsent_umcsent,m,8,FRED_UMCSENT_UMCSENT.csv,292,0.915361
m__umcsent_umcsent__lag009,umcsent_umcsent,m,9,FRED_UMCSENT_UMCSENT.csv,291,0.912226
m__umcsent_umcsent__lag010,umcsent_umcsent,m,10,FRED_UMCSENT_UMCSENT.csv,291,0.912226
m__umcsent_umcsent__lag011,umcsent_umcsent,m,11,FRED_UMCSENT_UMCSENT.csv,291,0.912226
m__umcsent_umcsent__lag012,umcsent_umcsent,m,12,FRED_UMCSENT_UMCSENT.csv,290,0.909091
m__unrate_unrate__lag001,unrate_unrate,m,1,FRED_UNRATE_UNRATE.csv,313,0.981191
m__unrate_unrate__lag002,unrate_unrate,m,2,FRED_UNRATE_UNRATE.csv,313,0.981191
m__unrate_unrate__lag003,unrate_unrate,m,3,FRED_UNRATE_UNRATE.csv,313,0.981191
m__unrate_unrate__lag004,unrate_unrate,m,4,FRED_UNRATE_UNRATE.csv,312,0.978056
m__unrate_unrate__lag005,unrate_unrate,m,5,FRED_UNRATE_UNRATE.csv,312,0.978056
m__unrate_unrate__lag006,unrate_unrate,m,6,FRED_UNRATE_UNRATE.csv,312,0.978056
m__unrate_unrate__lag007,unrate_unrate,m,7,FRED_UNRATE_UNRATE.csv,311,0.974922
m__unrate_unrate__lag008,unrate_unrate,m,8,FRED_UNRATE_UNRATE.csv,311,0.974922
m__unrate_unrate__lag009,unrate_unrate,m,9,FRED_UNRATE_UNRATE.csv,311,0.974922
m__unrate_unrate__lag010,unrate_unrate,m,10,FRED_UNRATE_UNRATE.csv,310,0.971787
m__unrate_unrate__lag011,unrate_unrate,m,11,FRED_UNRATE_UNRATE.csv,310,0.971787
m__unrate_unrate__lag012,unrate_unrate,m,12,FRED_UNRATE_UNRATE.csv,310,0.971787
m__usalolitoaastsam_oecd_leading_indicator_us__lag001,usalolitoaastsam_oecd_leading_indicator_us,m,1,FRED_USALOLITOAASTSAM_OECD_Leading_Indicator_US.csv,285,0.893417
m__usalolitoaastsam_oecd_leading_indicator_us__lag002,usalolitoaastsam_oecd_leading_indicator_us,m,2,FRED_USALOLITOAASTSAM_OECD_Leading_Indicator_US.csv,285,0.893417
m__usalolitoaastsam_oecd_leading_indicator_us__lag003,usalolitoaastsam_oecd_leading_indicator_us,m,3,FRED_USALOLITOAASTSAM_OECD_Leading_Indicator_US.csv,285,0.893417
m__usalolitoaastsam_oecd_leading_indicator_us__lag004,usalolitoaastsam_oecd_leading_indicator_us,m,4,FRED_USALOLITOAASTSAM_OECD_Leading_Indicator_US.csv,284,0.890282
m__usalolitoaastsam_oecd_leading_indicator_us__lag005,usalolitoaastsam_oecd_leading_indicator_us,m,5,FRED_USALOLITOAASTSAM_OECD_Leading_Indicator_US.csv,284,0.890282
m__usalolitoaastsam_oecd_leading_indicator_us__lag006,usalolitoaastsam_oecd_leading_indicator_us,m,6,FRED_USALOLITOAASTSAM_OECD_Leading_Indicator_US.csv,284,0.890282
m__usalolitoaastsam_oecd_leading_indicator_us__lag007,usalolitoaastsam_oecd_leading_indicator_us,m,7,FRED_USALOLITOAASTSAM_OECD_Leading_Indicator_US.csv,283,0.887147
m__usalolitoaastsam_oecd_leading_indicator_us__lag008,usalolitoaastsam_oecd_leading_indicator_us,m,8,FRED_USALOLITOAASTSAM_OECD_Leading_Indicator_US.csv,283,0.887147
m__usalolitoaastsam_oecd_leading_indicator_us__lag009,usalolitoaastsam_oecd_leading_indicator_us,m,9,FRED_USALOLITOAASTSAM_OECD_Leading_Indicator_US.csv,283,0.887147
m__usalolitoaastsam_oecd_leading_indicator_us__lag010,usalolitoaastsam_oecd_leading_indicator_us,m,10,FRED_USALOLITOAASTSAM_OECD_Leading_Indicator_US.csv,282,0.884013
m__usalolitoaastsam_oecd_leading_indicator_us__lag011,usalolitoaastsam_oecd_leading_indicator_us,m,11,FRED_USALOLITOAASTSAM_OECD_Leading_Indicator_US.csv,282,0.884013
m__usalolitoaastsam_oecd_leading_indicator_us__lag012,usalolitoaastsam_oecd_leading_indicator_us,m,12,FRED_USALOLITOAASTSAM_OECD_Leading_Indicator_US.csv,282,0.884013
d__usepuindxd_policy_uncertainty__lag001,usepuindxd_policy_uncertainty,d,1,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag002,usepuindxd_policy_uncertainty,d,2,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag003,usepuindxd_policy_uncertainty,d,3,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag004,usepuindxd_policy_uncertainty,d,4,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag005,usepuindxd_policy_uncertainty,d,5,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag006,usepuindxd_policy_uncertainty,d,6,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag007,usepuindxd_policy_uncertainty,d,7,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag008,usepuindxd_policy_uncertainty,d,8,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag009,usepuindxd_policy_uncertainty,d,9,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag010,usepuindxd_policy_uncertainty,d,10,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag011,usepuindxd_policy_uncertainty,d,11,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag012,usepuindxd_policy_uncertainty,d,12,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag013,usepuindxd_policy_uncertainty,d,13,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag014,usepuindxd_policy_uncertainty,d,14,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag015,usepuindxd_policy_uncertainty,d,15,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag016,usepuindxd_policy_uncertainty,d,16,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag017,usepuindxd_policy_uncertainty,d,17,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag018,usepuindxd_policy_uncertainty,d,18,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag019,usepuindxd_policy_uncertainty,d,19,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag020,usepuindxd_policy_uncertainty,d,20,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag021,usepuindxd_policy_uncertainty,d,21,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag022,usepuindxd_policy_uncertainty,d,22,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag023,usepuindxd_policy_uncertainty,d,23,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag024,usepuindxd_policy_uncertainty,d,24,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag025,usepuindxd_policy_uncertainty,d,25,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag026,usepuindxd_policy_uncertainty,d,26,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag027,usepuindxd_policy_uncertainty,d,27,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag028,usepuindxd_policy_uncertainty,d,28,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag029,usepuindxd_policy_uncertainty,d,29,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag030,usepuindxd_policy_uncertainty,d,30,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag031,usepuindxd_policy_uncertainty,d,31,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag032,usepuindxd_policy_uncertainty,d,32,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag033,usepuindxd_policy_uncertainty,d,33,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag034,usepuindxd_policy_uncertainty,d,34,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag035,usepuindxd_policy_uncertainty,d,35,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag036,usepuindxd_policy_uncertainty,d,36,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag037,usepuindxd_policy_uncertainty,d,37,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag038,usepuindxd_policy_uncertainty,d,38,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag039,usepuindxd_policy_uncertainty,d,39,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag040,usepuindxd_policy_uncertainty,d,40,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag041,usepuindxd_policy_uncertainty,d,41,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag042,usepuindxd_policy_uncertainty,d,42,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag043,usepuindxd_policy_uncertainty,d,43,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag044,usepuindxd_policy_uncertainty,d,44,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag045,usepuindxd_policy_uncertainty,d,45,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag046,usepuindxd_policy_uncertainty,d,46,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag047,usepuindxd_policy_uncertainty,d,47,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag048,usepuindxd_policy_uncertainty,d,48,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag049,usepuindxd_policy_uncertainty,d,49,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag050,usepuindxd_policy_uncertainty,d,50,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag051,usepuindxd_policy_uncertainty,d,51,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag052,usepuindxd_policy_uncertainty,d,52,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag053,usepuindxd_policy_uncertainty,d,53,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag054,usepuindxd_policy_uncertainty,d,54,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag055,usepuindxd_policy_uncertainty,d,55,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag056,usepuindxd_policy_uncertainty,d,56,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag057,usepuindxd_policy_uncertainty,d,57,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag058,usepuindxd_policy_uncertainty,d,58,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag059,usepuindxd_policy_uncertainty,d,59,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag060,usepuindxd_policy_uncertainty,d,60,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag061,usepuindxd_policy_uncertainty,d,61,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag062,usepuindxd_policy_uncertainty,d,62,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag063,usepuindxd_policy_uncertainty,d,63,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag064,usepuindxd_policy_uncertainty,d,64,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag065,usepuindxd_policy_uncertainty,d,65,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag066,usepuindxd_policy_uncertainty,d,66,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag067,usepuindxd_policy_uncertainty,d,67,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag068,usepuindxd_policy_uncertainty,d,68,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag069,usepuindxd_policy_uncertainty,d,69,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag070,usepuindxd_policy_uncertainty,d,70,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag071,usepuindxd_policy_uncertainty,d,71,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag072,usepuindxd_policy_uncertainty,d,72,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag073,usepuindxd_policy_uncertainty,d,73,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag074,usepuindxd_policy_uncertainty,d,74,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag075,usepuindxd_policy_uncertainty,d,75,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag076,usepuindxd_policy_uncertainty,d,76,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag077,usepuindxd_policy_uncertainty,d,77,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag078,usepuindxd_policy_uncertainty,d,78,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag079,usepuindxd_policy_uncertainty,d,79,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag080,usepuindxd_policy_uncertainty,d,80,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag081,usepuindxd_policy_uncertainty,d,81,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag082,usepuindxd_policy_uncertainty,d,82,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag083,usepuindxd_policy_uncertainty,d,83,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag084,usepuindxd_policy_uncertainty,d,84,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag085,usepuindxd_policy_uncertainty,d,85,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag086,usepuindxd_policy_uncertainty,d,86,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag087,usepuindxd_policy_uncertainty,d,87,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag088,usepuindxd_policy_uncertainty,d,88,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag089,usepuindxd_policy_uncertainty,d,89,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
d__usepuindxd_policy_uncertainty__lag090,usepuindxd_policy_uncertainty,d,90,FRED_USEPUINDXD_policy_uncertainty.csv,165,0.517241
m__usgood_usgood__lag001,usgood_usgood,m,1,FRED_USGOOD_USGOOD.csv,319,1.0
m__usgood_usgood__lag002,usgood_usgood,m,2,FRED_USGOOD_USGOOD.csv,319,1.0
m__usgood_usgood__lag003,usgood_usgood,m,3,FRED_USGOOD_USGOOD.csv,319,1.0
m__usgood_usgood__lag004,usgood_usgood,m,4,FRED_USGOOD_USGOOD.csv,319,1.0
m__usgood_usgood__lag005,usgood_usgood,m,5,FRED_USGOOD_USGOOD.csv,319,1.0
m__usgood_usgood__lag006,usgood_usgood,m,6,FRED_USGOOD_USGOOD.csv,319,1.0
m__usgood_usgood__lag007,usgood_usgood,m,7,FRED_USGOOD_USGOOD.csv,319,1.0
m__usgood_usgood__lag008,usgood_usgood,m,8,FRED_USGOOD_USGOOD.csv,319,1.0
m__usgood_usgood__lag009,usgood_usgood,m,9,FRED_USGOOD_USGOOD.csv,319,1.0
m__usgood_usgood__lag010,usgood_usgood,m,10,FRED_USGOOD_USGOOD.csv,319,1.0
m__usgood_usgood__lag011,usgood_usgood,m,11,FRED_USGOOD_USGOOD.csv,319,1.0
m__usgood_usgood__lag012,usgood_usgood,m,12,FRED_USGOOD_USGOOD.csv,319,1.0
m__usphci_usphci__lag001,usphci_usphci,m,1,FRED_USPHCI_USPHCI.csv,189,0.592476
m__usphci_usphci__lag002,usphci_usphci,m,2,FRED_USPHCI_USPHCI.csv,189,0.592476
m__usphci_usphci__lag003,usphci_usphci,m,3,FRED_USPHCI_USPHCI.csv,189,0.592476
m__usphci_usphci__lag004,usphci_usphci,m,4,FRED_USPHCI_USPHCI.csv,188,0.589342
m__usphci_usphci__lag005,usphci_usphci,m,5,FRED_USPHCI_USPHCI.csv,188,0.589342
m__usphci_usphci__lag006,usphci_usphci,m,6,FRED_USPHCI_USPHCI.csv,188,0.589342
m__usphci_usphci__lag007,usphci_usphci,m,7,FRED_USPHCI_USPHCI.csv,187,0.586207
m__usphci_usphci__lag008,usphci_usphci,m,8,FRED_USPHCI_USPHCI.csv,187,0.586207
m__usphci_usphci__lag009,usphci_usphci,m,9,FRED_USPHCI_USPHCI.csv,187,0.586207
m__usphci_usphci__lag010,usphci_usphci,m,10,FRED_USPHCI_USPHCI.csv,186,0.583072
m__usphci_usphci__lag011,usphci_usphci,m,11,FRED_USPHCI_USPHCI.csv,186,0.583072
m__usphci_usphci__lag012,usphci_usphci,m,12,FRED_USPHCI_USPHCI.csv,186,0.583072
m__uspriv_uspriv__lag001,uspriv_uspriv,m,1,FRED_USPRIV_USPRIV.csv,319,1.0
m__uspriv_uspriv__lag002,uspriv_uspriv,m,2,FRED_USPRIV_USPRIV.csv,319,1.0
m__uspriv_uspriv__lag003,uspriv_uspriv,m,3,FRED_USPRIV_USPRIV.csv,319,1.0
m__uspriv_uspriv__lag004,uspriv_uspriv,m,4,FRED_USPRIV_USPRIV.csv,319,1.0
m__uspriv_uspriv__lag005,uspriv_uspriv,m,5,FRED_USPRIV_USPRIV.csv,319,1.0
m__uspriv_uspriv__lag006,uspriv_uspriv,m,6,FRED_USPRIV_USPRIV.csv,319,1.0
m__uspriv_uspriv__lag007,uspriv_uspriv,m,7,FRED_USPRIV_USPRIV.csv,319,1.0
m__uspriv_uspriv__lag008,uspriv_uspriv,m,8,FRED_USPRIV_USPRIV.csv,319,1.0
m__uspriv_uspriv__lag009,uspriv_uspriv,m,9,FRED_USPRIV_USPRIV.csv,319,1.0
m__uspriv_uspriv__lag010,uspriv_uspriv,m,10,FRED_USPRIV_USPRIV.csv,319,1.0
m__uspriv_uspriv__lag011,uspriv_uspriv,m,11,FRED_USPRIV_USPRIV.csv,319,1.0
m__uspriv_uspriv__lag012,uspriv_uspriv,m,12,FRED_USPRIV_USPRIV.csv,319,1.0
d__vixcls_vixcls__lag001,vixcls_vixcls,d,1,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag002,vixcls_vixcls,d,2,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag003,vixcls_vixcls,d,3,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag004,vixcls_vixcls,d,4,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag005,vixcls_vixcls,d,5,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag006,vixcls_vixcls,d,6,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag007,vixcls_vixcls,d,7,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag008,vixcls_vixcls,d,8,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag009,vixcls_vixcls,d,9,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag010,vixcls_vixcls,d,10,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag011,vixcls_vixcls,d,11,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag012,vixcls_vixcls,d,12,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag013,vixcls_vixcls,d,13,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag014,vixcls_vixcls,d,14,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag015,vixcls_vixcls,d,15,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag016,vixcls_vixcls,d,16,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag017,vixcls_vixcls,d,17,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag018,vixcls_vixcls,d,18,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag019,vixcls_vixcls,d,19,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag020,vixcls_vixcls,d,20,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag021,vixcls_vixcls,d,21,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag022,vixcls_vixcls,d,22,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag023,vixcls_vixcls,d,23,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag024,vixcls_vixcls,d,24,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag025,vixcls_vixcls,d,25,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag026,vixcls_vixcls,d,26,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag027,vixcls_vixcls,d,27,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag028,vixcls_vixcls,d,28,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag029,vixcls_vixcls,d,29,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag030,vixcls_vixcls,d,30,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag031,vixcls_vixcls,d,31,FRED_VIXCLS_VIXCLS.csv,145,0.454545
d__vixcls_vixcls__lag032,vixcls_vixcls,d,32,FRED_VIXCLS_VIXCLS.csv,145,0.454545
