feature_id,coverage_share,abs_corr_treatment,abs_corr_outcome_max,screen_score
m__ipdcongd_ipdcongd__lag009,0.987461,0.394443,0.46226,0.84596031
m__ipfinal_ipfinal__lag003,1.0,0.398654,0.441553,0.84020761
q__bogz1lm403061105q_gses_ts__lag001,1.0,0.365542,0.46834,0.8338817
q__bogz1lm403061105q_gse_tsy__lag001,1.0,0.365542,0.46834,0.8338817
q__tgdef_net_gov_sav__lag004,0.981191,0.387042,0.459234,0.8303587
m__ipfinal_ipfinal__lag004,1.0,0.388292,0.441921,0.83021365
q__bogz1fl712051000q_fed_rrp__lag005,0.99373,0.566164,0.265845,0.82679291
q__bogz1lm403061105q_gses_ts__lag002,1.0,0.352258,0.467591,0.81984985
q__bogz1lm403061105q_gse_tsy__lag002,1.0,0.352258,0.467591,0.81984985
m__ipfinal_ipfinal__lag005,1.0,0.37838,0.440325,0.81870526
m__ipfinal_ipfinal__lag001,1.0,0.370011,0.448594,0.81860531
q__fbtsatq027s_dom_fin_sector_tsy_tx__lag002,0.990596,0.545253,0.2791,0.81660016
m__psavert_psavert__lag004,0.840125,0.618626,0.352654,0.81599707
q__bogz1fl702050005q_usb_ffrrp__lag004,0.996865,0.316894,0.498729,0.8130668
m__ipdcongd_ipdcongd__lag008,0.987461,0.349504,0.473071,0.81226014
m__ipcongd_ipcongd__lag008,1.0,0.418043,0.393322,0.81136528
q__bogz1fl713123030q_tga__lag003,1.0,0.335015,0.474114,0.80912959
q__bogz1fl713123030q_tga_z1__lag003,1.0,0.335015,0.474114,0.80912959
q__ad02rc1q027sbea_gov_netlending__lag002,0.830721,0.508543,0.461646,0.80595663
m__ipfinal_ipfinal__lag006,1.0,0.36763,0.437381,0.80501121
m__ipfinal_ipfinal__lag007,1.0,0.37527,0.429586,0.80485554
q__bogz1fl633061110q_mmf_bills_raw__lag002,1.0,0.33121,0.473282,0.80449207
q__bogz1fl633061110q_mmf_bills__lag002,1.0,0.33121,0.473282,0.80449207
q__fgdef_fgdef__lag003,0.984326,0.372856,0.441152,0.80124985
q__bogz1fl702050005q_usb_ffrrp__lag002,1.0,0.286103,0.513804,0.7999078
q__bogz1fl313024000q_tres_oper_cash__lag003,1.0,0.361962,0.436753,0.79871458
q__bogz1fl633061110q_mmf_bills_raw__lag001,1.0,0.344006,0.453885,0.79789116
q__bogz1fl633061110q_mmf_bills__lag001,1.0,0.344006,0.453885,0.79789116
q__bogz1fl702050005q_usb_ffrrp__lag003,1.0,0.286715,0.50867,0.79538484
q__bogz1fa313161105q_tsy_net_tx__lag002,0.990596,0.533072,0.267275,0.79281997
m__psavert_psavert__lag002,0.84326,0.48192,0.455964,0.7908807
m__psavert_psavert__lag005,0.840125,0.557437,0.375643,0.78390386
q__fbtsatq027s_dom_fin_sector_tsy_tx__lag004,0.984326,0.515762,0.278866,0.78217214
q__bogz1fa713061103q_cb_tsy_tx__lag002,0.990596,0.500689,0.285301,0.77859781
q__bogz1fl633061105q_mmf_tsy_raw__lag001,1.0,0.304627,0.472301,0.7769281
q__bogz1fl633061105q_money_market_funds_ts__lag001,1.0,0.304627,0.472301,0.7769281
m__indpro_indpro__lag009,1.0,0.309566,0.466868,0.77643423
m__psavert_psavert__lag006,0.840125,0.569451,0.354237,0.77601414
q__bogz1fa763061100q_usb_tsy_oth_tx__lag001,0.99373,0.352436,0.427682,0.77522694
m__psavert_psavert__lag001,0.84326,0.497023,0.42229,0.7752201
m__ipcongd_ipcongd__lag010,1.0,0.371556,0.401707,0.7732632
q__bogz1fl633061105q_mmf_tsy_raw__lag002,1.0,0.291375,0.480416,0.77179103
q__bogz1fl633061105q_money_market_funds_ts__lag002,1.0,0.291375,0.480416,0.77179103
m__ipfinal_ipfinal__lag010,1.0,0.342297,0.429476,0.7717735
q__bogz1lm403061105q_gses_ts__lag003,1.0,0.310289,0.457371,0.7676597
q__bogz1lm403061105q_gse_tsy__lag003,1.0,0.310289,0.457371,0.7676597
q__na000283q_gov_current_exp__lag002,0.987461,0.249462,0.52791,0.76762418
q__fgexpnd_fgexpnd__lag002,0.987461,0.24787,0.527439,0.76558668
q__na000283q_gov_current_exp__lag001,0.990596,0.267332,0.50432,0.76439585
q__fgexpnd_fgexpnd__lag001,0.990596,0.266681,0.503896,0.76333024
q__bogz1fl313024000q_tres_oper_cash__lag004,0.996865,0.260942,0.50384,0.76238452
q__rowgseq027s_row_agency_flow__lag001,0.99373,0.307791,0.458657,0.76164237
m__indpro_indpro__lag008,1.0,0.294885,0.465538,0.76042231
q__fgdef_fgdef__lag004,0.981191,0.344919,0.429212,0.7595706
q__bogz1fa713061103q_cb_tsy_tx__lag003,0.987461,0.509629,0.258571,0.75856692
m__psavert_psavert__lag009,0.836991,0.648989,0.256115,0.75756359
q__bogz1fl713123030q_tga__lag004,0.996865,0.240477,0.51905,0.7571463
q__bogz1fl713123030q_tga_z1__lag004,0.996865,0.240477,0.51905,0.7571463
m__indpro_indpro__lag002,1.0,0.264497,0.491869,0.7563665
m__ipcongd_ipcongd__lag002,1.0,0.335747,0.420302,0.75604933
q__bogz1fl712051000q_fed_rrp__lag004,0.996865,0.492892,0.264441,0.75495909
m__ipdcongd_ipdcongd__lag010,0.984326,0.28334,0.482828,0.75415888
m__indpro_indpro__lag005,1.0,0.268617,0.484914,0.75353054
m__manemp_manemp__lag003,1.0,0.331604,0.420817,0.75242131
m__manemp_manemp__lag009,1.0,0.310078,0.442071,0.75214941
q__ad02rc1q027sbea_gov_netlending__lag001,0.833856,0.521734,0.379959,0.75188154
m__ipcongd_ipcongd__lag005,1.0,0.337486,0.414339,0.75182477
m__ipcongd_ipcongd__lag003,1.0,0.338594,0.41231,0.75090385
m__ipdcongd_ipdcongd__lag012,0.984326,0.303915,0.458502,0.75046649
m__ipcongd_ipcongd__lag012,1.0,0.36493,0.385426,0.75035615
m__ipcongd_ipcongd__lag007,1.0,0.346819,0.403184,0.75000338
m__ipfinal_ipfinal__lag012,1.0,0.329112,0.418703,0.74781441
m__indpro_indpro__lag003,1.0,0.258463,0.489345,0.7478086
m__manemp_manemp__lag002,1.0,0.329712,0.417037,0.74674903
m__manemp_manemp__lag006,1.0,0.314556,0.430257,0.74481389
m__manemp_manemp__lag008,1.0,0.304652,0.439271,0.743923
m__ipcongd_ipcongd__lag006,1.0,0.331577,0.411992,0.74356891
m__manemp_manemp__lag005,1.0,0.315386,0.4274,0.74278572
m__manemp_manemp__lag001,1.0,0.328043,0.414483,0.7425266
q__bogz1fl573061143q_private_db_pension_ts__lag001,1.0,0.228747,0.512254,0.7410004
m__ipcongd_ipcongd__lag004,1.0,0.32603,0.414813,0.74084341
q__bogz1lm903061103q_instrument_discrepancies_ts__lag002,1.0,0.436532,0.304287,0.74081948
q__bogz1fa713061103q_cb_tsy_tx__lag001,0.99373,0.413798,0.327643,0.73679302
m__manemp_manemp__lag004,1.0,0.312211,0.424397,0.73660823
q__bogz1fl633061110q_mmf_bills_raw__lag003,1.0,0.261024,0.475202,0.73622641
q__bogz1fl633061110q_mmf_bills__lag003,1.0,0.261024,0.475202,0.73622641
q__bogz1fa313161105q_tsy_net_tx__lag004,0.984326,0.459146,0.288394,0.73582296
q__bogz1fl543061175q_life_insurance_ts__lag001,1.0,0.278889,0.456326,0.73521493
m__indpro_indpro__lag006,1.0,0.252847,0.482098,0.73494476
m__ipdcongd_ipdcongd__lag002,0.99373,0.223624,0.513587,0.73258911
m__ipdcongd_ipdcongd__lag007,0.987461,0.247752,0.493917,0.73236964
q__bogz1lm343061113q_fed_gov_dcf_retirement_ts__lag002,1.0,0.212484,0.519867,0.73235151
q__bogz1lm343061113q_fed_gov_dc_retirement_ts__lag002,1.0,0.212484,0.519867,0.73235151
q__bogz1lm343061113q_fed_ret_tsy_dc__lag002,1.0,0.212484,0.519867,0.73235151
q__bogz1fl573061143q_private_db_pension_ts__lag002,1.0,0.231306,0.50057,0.73187583
q__bogz1fa713068703q_fed_dw_tx__lag004,0.984326,0.104051,0.637312,0.72974297
m__indpro_indpro__lag004,1.0,0.239963,0.489587,0.72954938
m__manemp_manemp__lag007,1.0,0.293458,0.435301,0.7287595
q__bogz1lm343061113q_fed_gov_dcf_retirement_ts__lag001,1.0,0.209165,0.519571,0.72873599
q__bogz1lm343061113q_fed_gov_dc_retirement_ts__lag001,1.0,0.209165,0.519571,0.72873599
q__bogz1lm343061113q_fed_ret_tsy_dc__lag001,1.0,0.209165,0.519571,0.72873599
m__ipdcongd_ipdcongd__lag005,0.990596,0.227064,0.507941,0.72809257
q__bogz1fl702050005q_usb_ffrrp__lag005,0.99373,0.253289,0.47705,0.72576043
m__psavert_psavert__lag003,0.84326,0.47886,0.381561,0.725559
q__bogz1fl753061103q_usb_tsy_for__lag005,0.99373,0.259162,0.470012,0.72460234
q__bogz1lm903061103q_instrument_discrepancies_ts__lag001,1.0,0.403847,0.320723,0.72457013
m__ipdcongd_ipdcongd__lag003,0.99373,0.233749,0.494263,0.72344764
m__ipdcongd_ipdcongd__lag011,0.984326,0.256999,0.477847,0.72332815
m__ipcongd_ipcongd__lag011,1.0,0.327196,0.393586,0.7207826
q__bogz1fl543061175q_life_insurance_ts__lag002,1.0,0.260167,0.460328,0.72049553
q__bogz1fl753061103q_usb_tsy_for__lag006,0.990596,0.240941,0.486164,0.72026708
q__rowcbaq027s_row_corpbonds_flow__lag005,0.981191,0.300209,0.43353,0.71993871
m__indpro_indpro__lag007,1.0,0.242496,0.476168,0.71866364
m__indpro_indpro__lag001,1.0,0.226215,0.492401,0.71861618
q__bogz1fl702050005q_usb_ffrrp__lag007,0.987461,0.3015,0.425837,0.71821761
m__ipdcongd_ipdcongd__lag004,0.990596,0.216403,0.508102,0.71769214
q__bogz1fl702050005q_usb_ffrrp__lag006,0.990596,0.285228,0.438331,0.71675424
m__ipdcongd_ipdcongd__lag001,0.99373,0.211641,0.509354,0.71647478
q__bogz1fl343061123q_fed_gov_dcg_retirement_ts__lag001,1.0,0.296644,0.419602,0.71624658
m__psavert_psavert__lag007,0.836991,0.572411,0.282786,0.71579191
q__bogz1fl633061105q_mmf_tsy_raw__lag003,1.0,0.236159,0.478621,0.71477916
q__bogz1fl633061105q_money_market_funds_ts__lag003,1.0,0.236159,0.478621,0.71477916
m__ipfinal_ipfinal__lag011,1.0,0.290155,0.42381,0.71396509
m__ipbuseq_ipbuseq__lag003,0.99373,0.264442,0.451272,0.71122665
m__ipcongd_ipcongd__lag001,1.0,0.292344,0.418872,0.71121575
q__bogz1fa763061100q_usb_tsy_oth_tx__lag002,0.990596,0.364408,0.352551,0.71021701
q__bogz1fl573061143q_private_db_pension_ts__lag003,1.0,0.225883,0.483877,0.70976018
m__ipbuseq_ipbuseq__lag002,0.99373,0.255745,0.457773,0.70904493
d__dgs5_dgs5__lag034,0.805643,0.467787,0.412085,0.70886216
d__dgs5_dgs5__lag025,0.805643,0.469591,0.409846,0.70851175
m__ipdcongd_ipdcongd__lag006,0.990596,0.212056,0.502657,0.70799111
d__dgs5_dgs5__lag026,0.805643,0.467648,0.410534,0.70750099
d__dgs5_dgs5__lag021,0.805643,0.467565,0.410571,0.70746383
d__dgs5_dgs5__lag037,0.805643,0.468957,0.408829,0.70718156
d__dgs5_dgs5__lag036,0.805643,0.466634,0.410868,0.70695331
d__dgs5_dgs5__lag024,0.805643,0.465713,0.411041,0.70635047
d__dgs5_dgs5__lag039,0.805643,0.467462,0.409198,0.7062747
d__dgs5_dgs5__lag040,0.805643,0.467142,0.409495,0.70625675
d__dgs5_dgs5__lag033,0.805643,0.466297,0.410281,0.70620811
d__dgs5_dgs5__lag027,0.805643,0.465868,0.410504,0.70604274
d__dgs5_dgs5__lag035,0.805643,0.464674,0.411548,0.70592169
d__dgs5_dgs5__lag018,0.805643,0.467351,0.408627,0.70572482
d__dgs5_dgs5__lag029,0.805643,0.466585,0.409306,0.70565497
d__dgs5_dgs5__lag041,0.805643,0.465748,0.410001,0.70554085
d__dgs5_dgs5__lag022,0.805643,0.464738,0.410152,0.70484848
d__dgs5_dgs5__lag042,0.805643,0.466712,0.407969,0.70467981
d__dgs5_dgs5__lag023,0.805643,0.463243,0.410757,0.70413209
d__dgs5_dgs5__lag019,0.805643,0.464883,0.408833,0.70390339
d__dgs5_dgs5__lag038,0.805643,0.464451,0.409242,0.70388427
d__dgs5_dgs5__lag032,0.805643,0.463827,0.409268,0.70340232
q__bogz1fl543061175q_life_insurance_ts__lag003,1.0,0.233908,0.468826,0.70273349
q__bogz1lm343061113q_fed_gov_dcf_retirement_ts__lag003,1.0,0.184768,0.517902,0.70267002
q__bogz1lm343061113q_fed_gov_dc_retirement_ts__lag003,1.0,0.184768,0.517902,0.70267002
q__bogz1lm343061113q_fed_ret_tsy_dc__lag003,1.0,0.184768,0.517902,0.70267002
q__bogz1fl712051000q_fed_rrp__lag003,1.0,0.389429,0.313122,0.70255056
d__dgs5_dgs5__lag028,0.805643,0.463893,0.408058,0.70248098
d__dgs5_dgs5__lag016,0.805643,0.465738,0.406107,0.70239529
d__dgs5_dgs5__lag020,0.805643,0.462715,0.409018,0.70230526
d__dgs5_dgs5__lag030,0.805643,0.463112,0.408061,0.70185412
d__dgs5_dgs5__lag031,0.805643,0.461201,0.409063,0.70112194
d__dgs5_dgs5__lag017,0.805643,0.463009,0.406933,0.70086266
d__dgs5_dgs5__lag043,0.805643,0.46296,0.406849,0.70075526
d__dgs5_dgs5__lag044,0.805643,0.462273,0.407504,0.70072971
q__bogz1fl753061103q_usb_tsy_for__lag004,0.996865,0.252467,0.450095,0.7003591
q__bogz1fl753061103q_usb_tsy_for__lag007,0.987461,0.219275,0.489777,0.70016087
m__ipbuseq_ipbuseq__lag001,0.99373,0.244703,0.459388,0.69967718
d__dgs5_dgs5__lag015,0.805643,0.46225,0.405185,0.69884262
d__dgs5_dgs5__lag090,0.802508,0.466701,0.404004,0.69874764
d__dgs5_dgs5__lag045,0.805643,0.460074,0.406592,0.69822362
d__dgs5_dgs5__lag089,0.805643,0.461361,0.404138,0.69728305
d__dgs5_dgs5__lag046,0.805643,0.458435,0.406202,0.69658812
q__bogz1lm573061105q_private_pension_ts__lag001,1.0,0.185158,0.511422,0.69657988
m__manemp_manemp__lag012,1.0,0.252368,0.443341,0.69570943
d__dgs5_dgs5__lag057,0.805643,0.458119,0.405301,0.69560773
q__fbtsatq027s_dom_fin_sector_tsy_tx__lag003,0.987461,0.466492,0.237377,0.6950434
d__dgs5_dgs5__lag011,0.805643,0.454988,0.406619,0.69414749
d__dgs5_dgs5__lag014,0.805643,0.456892,0.404348,0.69385208
d__dgs5_dgs5__lag010,0.805643,0.454409,0.406365,0.69347569
d__dgs5_dgs5__lag013,0.805643,0.45432,0.406179,0.69325442
d__dgs5_dgs5__lag008,0.805643,0.45346,0.406241,0.69261244
d__dgs5_dgs5__lag012,0.805643,0.452082,0.407593,0.69259112
d__dgs5_dgs5__lag002,0.805643,0.45351,0.406128,0.69256119
d__dgs10_dgs10__lag037,0.805643,0.422796,0.436761,0.69249605
m__manemp_manemp__lag011,1.0,0.250515,0.441923,0.69243767
d__dgs5_dgs5__lag056,0.805643,0.455008,0.404344,0.69233101
d__dgs5_dgs5__lag048,0.805643,0.456184,0.403087,0.69226538
d__dgs5_dgs5__lag088,0.805643,0.454818,0.404279,0.69212485
d__dgs5_dgs5__lag087,0.805643,0.455278,0.40379,0.69210219
d__dgs5_dgs5__lag073,0.805643,0.454764,0.404216,0.69203032
d__dgs10_dgs10__lag034,0.805643,0.41934,0.439544,0.69195392
d__dgs5_dgs5__lag069,0.805643,0.454814,0.404002,0.69189938
d__dgs5_dgs5__lag007,0.805643,0.452253,0.406528,0.6918707
d__dgs5_dgs5__lag071,0.805643,0.455454,0.40327,0.6918248
d__dgs5_dgs5__lag047,0.805643,0.453016,0.405558,0.69170425
d__dgs5_dgs5__lag085,0.805643,0.454991,0.403405,0.69156048
d__dgs5_dgs5__lag054,0.805643,0.454332,0.403997,0.69150687
d__dgs10_dgs10__lag036,0.805643,0.420322,0.437674,0.6912379
d__dgs5_dgs5__lag058,0.805643,0.452232,0.405681,0.69117069
d__dgs5_dgs5__lag086,0.805643,0.454528,0.40305,0.69090082
d__dgs5_dgs5__lag072,0.805643,0.455207,0.402174,0.69074262
d__dgs10_dgs10__lag040,0.805643,0.419384,0.437995,0.69074171
d__dgs5_dgs5__lag070,0.805643,0.453622,0.403678,0.69067736
d__dgs5_dgs5__lag055,0.805643,0.45243,0.404837,0.6906503
d__dgs10_dgs10__lag042,0.805643,0.421153,0.436058,0.69060549
d__dgs5_dgs5__lag060,0.805643,0.451068,0.406119,0.69058683
d__dgs5_dgs5__lag084,0.805643,0.454342,0.40284,0.69058238
d__dgs10_dgs10__lag039,0.805643,0.419539,0.437574,0.69052724
d__dgs5_dgs5__lag065,0.805643,0.453513,0.403476,0.69042708
d__dgs5_dgs5__lag068,0.805643,0.452103,0.404759,0.69032464
d__dgs5_dgs5__lag083,0.805643,0.4547,0.40203,0.69021787
d__dgs5_dgs5__lag006,0.805643,0.451437,0.405255,0.69018787
d__dgs10_dgs10__lag033,0.805643,0.419482,0.437207,0.69018466
d__dgs5_dgs5__lag005,0.805643,0.450746,0.405909,0.69015777
d__dgs5_dgs5__lag061,0.805643,0.450705,0.405846,0.69007405
d__dgs3_dgs3__lag021,0.805643,0.466933,0.38949,0.68997104
q__bogz1fl713061113q_cb_bills_raw__lag007,0.987461,0.316858,0.381637,0.68973687
q__bogz1fl713061113q_cb_bills__lag007,0.987461,0.316858,0.381637,0.68973687
d__dgs10_dgs10__lag041,0.805643,0.417491,0.438074,0.68927959
d__dgs5_dgs5__lag059,0.805643,0.449591,0.405958,0.68926668
d__dgs5_dgs5__lag009,0.805643,0.449685,0.405818,0.68923016
d__dgs5_dgs5__lag004,0.805643,0.449147,0.406278,0.68916748
d__dgs5_dgs5__lag074,0.805643,0.451168,0.403836,0.6888279
d__dgs5_dgs5__lag062,0.805643,0.449121,0.405697,0.6886775
d__dgs3_dgs3__lag025,0.805643,0.466033,0.388649,0.68856813
d__dgs5_dgs5__lag003,0.805643,0.449795,0.404835,0.688526
d__dgs10_dgs10__lag035,0.805643,0.414951,0.43935,0.6882607
q__bogz1fl753061103q_usb_tsy_for__lag008,0.984326,0.188341,0.510852,0.68823401
d__dgs10_dgs10__lag038,0.805643,0.416563,0.437603,0.68815259
m__manemp_manemp__lag010,1.0,0.248521,0.439622,0.68814337
d__dgs5_dgs5__lag082,0.805643,0.452482,0.401432,0.68794957
d__dgs5_dgs5__lag067,0.805643,0.449495,0.404344,0.687889
d__dgs5_dgs5__lag075,0.805643,0.451469,0.402307,0.68783867
d__dgs5_dgs5__lag066,0.805643,0.449642,0.404068,0.68778506
d__dgs5_dgs5__lag001,0.805643,0.447549,0.406153,0.68777836
d__dgs5_dgs5__lag049,0.805643,0.451264,0.402338,0.68769765
d__dgs3_dgs3__lag026,0.805643,0.463832,0.389702,0.68764344
d__dgs3_dgs3__lag024,0.805643,0.463381,0.389747,0.68731677
q__bogz1lm903061103q_instrument_discrepancies_ts__lag003,1.0,0.405534,0.281662,0.68719653
d__dgs3_dgs3__lag018,0.805643,0.466278,0.386673,0.68717413
d__dgs3_dgs3__lag034,0.805643,0.462465,0.390379,0.68708775
d__dgs3_dgs3__lag029,0.805643,0.464884,0.387857,0.68700481
q__ophnfb_nflabor_productivity__lag001,0.990596,0.181718,0.511733,0.68692948
q__bogz1lm573061105q_private_pension_ts__lag002,1.0,0.183056,0.503818,0.68687405
m__unrate_unrate__lag010,0.971787,0.334277,0.372372,0.68671285
d__dgs5_dgs5__lag064,0.805643,0.449251,0.403053,0.68665228
d__dgs3_dgs3__lag027,0.805643,0.462914,0.389227,0.68652142
d__dgs5_dgs5__lag081,0.805643,0.451454,0.400563,0.68642175
q__bogz1lm153061105q_hhnp_tsy__lag007,0.987461,0.232004,0.46304,0.68632881
d__dgs3_dgs3__lag020,0.805643,0.463677,0.388103,0.68623031
d__dgs5_dgs5__lag063,0.805643,0.447274,0.404471,0.68620222
d__dgs3_dgs3__lag022,0.805643,0.462909,0.388636,0.68604094
d__dgs5_dgs5__lag077,0.805643,0.450598,0.400578,0.68574372
d__dgs3_dgs3__lag019,0.805643,0.463562,0.387469,0.68562673
d__dgs3_dgs3__lag023,0.805643,0.461158,0.389865,0.68562026
d__dgs10_dgs10__lag032,0.805643,0.414244,0.436312,0.68524426
d__dgs3_dgs3__lag028,0.805643,0.462724,0.387383,0.6848828
d__dgs3_dgs3__lag033,0.805643,0.461083,0.389007,0.68486927
d__dgs10_dgs10__lag043,0.805643,0.414879,0.43516,0.68482734
q__bogz1fl702050005q_usb_ffrrp__lag008,0.984326,0.295204,0.400475,0.68477406
d__dgs5_dgs5__lag080,0.805643,0.449522,0.400249,0.68461151
d__dgs10_dgs10__lag090,0.802508,0.426163,0.426912,0.68459951
d__dgs3_dgs3__lag035,0.805643,0.459547,0.390184,0.68457989
q__bogz1fl753061103q_usb_tsy_for__lag003,1.0,0.251852,0.432714,0.68456577
d__dgs10_dgs10__lag089,0.805643,0.421979,0.427731,0.68456269
d__dgs10_dgs10__lag021,0.805643,0.412087,0.437557,0.68450933
d__dgs3_dgs3__lag016,0.805643,0.46515,0.384438,0.68446406
d__dgs5_dgs5__lag076,0.805643,0.448231,0.401354,0.68446213
d__dgs5_dgs5__lag078,0.805643,0.448176,0.40134,0.68440676
d__dgs5_dgs5__lag053,0.805643,0.444694,0.404761,0.6843569
d__dgs10_dgs10__lag018,0.805643,0.412691,0.436488,0.68413516
d__dgs3_dgs3__lag037,0.805643,0.460806,0.387857,0.68371932
d__dgs5_dgs5__lag050,0.805643,0.447038,0.401501,0.68361902
d__dgs10_dgs10__lag026,0.805643,0.411392,0.436919,0.68343531
d__dgs3_dgs3__lag017,0.805643,0.463242,0.384982,0.68336537
d__dgs3_dgs3__lag030,0.805643,0.461426,0.386592,0.68319947
d__dgs3_dgs3__lag036,0.805643,0.458202,0.389804,0.68318964
d__dgs5_dgs5__lag051,0.805643,0.4459,0.401876,0.68300444
d__dgs10_dgs10__lag025,0.805643,0.411499,0.436195,0.68293824
d__dgs3_dgs3__lag032,0.805643,0.459422,0.388007,0.68272439
d__dgs5_dgs5__lag079,0.805643,0.446347,0.400801,0.6824983
d__dgs10_dgs10__lag023,0.805643,0.410064,0.437015,0.6824437
d__dgs10_dgs10__lag029,0.805643,0.410654,0.436394,0.6824172
d__dgs3_dgs3__lag031,0.805643,0.45888,0.388141,0.68239651
d__dgs10_dgs10__lag024,0.805643,0.409826,0.43712,0.68233526
d__dgs10_dgs10__lag022,0.805643,0.409895,0.436959,0.68226109
d__dgs10_dgs10__lag044,0.805643,0.411422,0.435278,0.68213762
d__dgs10_dgs10__lag027,0.805643,0.408158,0.437722,0.68147742
d__dgs3_dgs3__lag041,0.805643,0.456648,0.389002,0.68129191
d__dgs3_dgs3__lag039,0.805643,0.457852,0.387778,0.68127516
d__dgs3_dgs3__lag015,0.805643,0.46203,0.383424,0.68113365
q__bogz1lm403061105q_gses_ts__lag004,0.996865,0.224193,0.45908,0.68113151
q__bogz1lm403061105q_gse_tsy__lag004,0.996865,0.224193,0.45908,0.68113151
d__dgs5_dgs5__lag052,0.805643,0.442919,0.402385,0.68101274
d__dgs3_dgs3__lag040,0.805643,0.457172,0.388118,0.6810015
q__bogz1fl313161110q_totalbills_z1__lag002,1.0,0.227364,0.453567,0.68093079
d__dgs10_dgs10__lag031,0.805643,0.409539,0.435476,0.68078026
d__dgs10_dgs10__lag019,0.805643,0.408784,0.435974,0.68057281
d__dgs3_dgs3__lag038,0.805643,0.456809,0.387784,0.68044051
d__dgs10_dgs10__lag030,0.805643,0.409655,0.434861,0.6803776
d__dgs10_dgs10__lag057,0.805643,0.410236,0.433934,0.68009909
d__dgs10_dgs10__lag016,0.805643,0.409696,0.43442,0.68005598
q__bogz1fl263061130q_row_gov_tsy__lag001,1.0,0.205444,0.474408,0.679852
d__dgs10_dgs10__lag045,0.805643,0.409384,0.434187,0.67961693
d__dgs3_dgs3__lag011,0.805643,0.458801,0.384642,0.6795136
d__dgs3_dgs3__lag002,0.805643,0.458418,0.38499,0.67948551
d__dgs3_dgs3__lag042,0.805643,0.456414,0.386828,0.67935159
d__dgs10_dgs10__lag087,0.805643,0.415351,0.427825,0.67929828
m__ipbuseq_ipbuseq__lag009,0.987461,0.254194,0.433679,0.67924774
d__dgs3_dgs3__lag010,0.805643,0.458095,0.384837,0.67910182
d__dgs10_dgs10__lag015,0.805643,0.410003,0.432927,0.67909967
d__dgs3_dgs3__lag008,0.805643,0.45818,0.384621,0.67899601
q__bogz1lm153061105q_hhnp_tsy__lag006,0.990596,0.236974,0.448358,0.67888673
d__dgs10_dgs10__lag017,0.805643,0.407201,0.43519,0.67866573
d__dgs10_dgs10__lag020,0.805643,0.406889,0.435429,0.67860685
d__dgs3_dgs3__lag014,0.805643,0.458542,0.382897,0.67789925
d__dgs10_dgs10__lag088,0.805643,0.41333,0.428107,0.67789698
d__dgs3_dgs3__lag013,0.805643,0.45689,0.384532,0.67788479
d__dgs3_dgs3__lag007,0.805643,0.456001,0.384968,0.67752053
d__dgs10_dgs10__lag056,0.805643,0.407736,0.433121,0.67742981
q__bogz1fl262151003q_row_repo__lag003,1.0,0.177976,0.499376,0.67735196
d__dgs10_dgs10__lag028,0.805643,0.405535,0.435161,0.67730067
d__dgs3_dgs3__lag012,0.805643,0.455283,0.385279,0.67719284
d__dgs10_dgs10__lag073,0.805643,0.410163,0.430284,0.67709989
