feature_id,coverage_share,abs_corr_treatment,abs_corr_outcome_max,screen_score
m__mvmtd027mnfrbdal_mv_mkt_debt__lag009,1.0,0.12136,0.920501,1.04186101
q__bogz1fl263061130q_row_gov_tsy__lag005,0.99373,0.151686,0.895846,1.04096453
q__bogz1lm663061105q_brokers_dealers_ts__lag003,1.0,0.190111,0.850647,1.04075798
q__fbtsaaq027s_dom_fin_sector_tsy__lag002,1.0,0.141142,0.897088,1.03822913
m__mvphgfd027mnfrbdal_mvphgfd027mnfrbdal__lag011,1.0,0.128282,0.909069,1.03735106
m__mvphgfd027mnfrbdal_mv_priv_debt__lag011,1.0,0.128282,0.909069,1.03735106
q__bogz1lm263061110q_row_bills_raw__lag004,0.996865,0.165177,0.874879,1.036796
q__bogz1lm263061110q_row_bills__lag004,0.996865,0.165177,0.874879,1.036796
q__bogz1lm263061105q_row_tsy_raw__lag005,0.99373,0.10196,0.941018,1.03643938
q__bogz1lm263061105q_row_tsy__lag005,0.99373,0.10196,0.941018,1.03643938
q__bogz1fl543061165q_life_insurance_ts__lag003,1.0,0.139903,0.894868,1.03477081
q__bogz1lm663061105q_brokers_dealers_ts__lag006,0.990596,0.167585,0.876176,1.03394498
m__civpart_civpart__lag010,0.971787,0.129022,0.933874,1.03290875
m__mvmtd027mnfrbdal_mv_mkt_debt__lag010,1.0,0.113852,0.918567,1.0324194
q__bogz1lm343061113q_fed_gov_dcf_retirement_ts__lag005,0.99373,0.103086,0.934874,1.03145205
q__bogz1lm343061113q_fed_gov_dc_retirement_ts__lag005,0.99373,0.103086,0.934874,1.03145205
q__bogz1lm343061113q_fed_ret_tsy_dc__lag005,0.99373,0.103086,0.934874,1.03145205
q__bogz1lm573061133q_private_dc_pension_ts__lag001,1.0,0.129151,0.902096,1.03124746
q__ophnfb_nflabor_productivity__lag004,0.981191,0.130441,0.920251,1.03092963
m__mvphgfd027mnfrbdal_mvphgfd027mnfrbdal__lag012,1.0,0.120809,0.909884,1.0306933
m__mvphgfd027mnfrbdal_mv_priv_debt__lag012,1.0,0.120809,0.909884,1.0306933
q__bogz1fl263061130q_row_gov_tsy__lag006,0.990596,0.139615,0.900303,1.03013804
m__busloans_busloans__lag009,0.987461,0.160782,0.880628,1.02835141
q__fgexpnd_fgexpnd__lag003,0.984326,0.172283,0.872244,1.02815508
q__expgs_exports__lag008,0.968652,0.154485,0.906589,1.02781145
m__busloans_busloans__lag008,0.987461,0.159193,0.880627,1.02678152
q__na000283q_gov_current_exp__lag003,0.984326,0.170711,0.8722,1.02656388
q__bogz1fl264135005q_row_loans_l__lag005,0.99373,0.149577,0.88269,1.02579469
q__bogz1fl543061175q_life_insurance_ts__lag004,0.996865,0.192817,0.835505,1.02509816
m__ipncongd_ipncongd__lag001,0.99373,0.227344,0.804101,1.02497782
q__bogz1fl573061143q_private_db_pension_ts__lag008,0.984326,0.106863,0.933448,1.02400525
q__bogz1fl262151003q_row_repo__lag007,0.987461,0.156804,0.878657,1.02247662
q__bogz1lm573061133q_private_dc_pension_ts__lag002,1.0,0.121529,0.900308,1.02183783
q__bogz1fl543061165q_life_insurance_ts__lag004,0.996865,0.130228,0.894149,1.02116545
q__tgdef_net_gov_sav__lag004,0.981191,0.387042,0.653447,1.02091861
q__bogz1lm573061105q_private_pension_ts__lag006,0.990596,0.100752,0.929856,1.02091519
q__bogz1fl263061130q_row_gov_tsy__lag007,0.987461,0.130053,0.903484,1.02057765
q__bogz1fl633061105q_mmf_tsy_raw__lag003,1.0,0.236159,0.784293,1.02045158
q__bogz1fl633061105q_money_market_funds_ts__lag003,1.0,0.236159,0.784293,1.02045158
q__fgdef_fgdef__lag003,0.984326,0.372856,0.663121,1.01973889
q__bogz1lm403061105q_gses_ts__lag005,0.99373,0.136328,0.889832,1.01972665
q__bogz1lm403061105q_gse_tsy__lag005,0.99373,0.136328,0.889832,1.01972665
q__bogz1fl702050005q_usb_ffrrp__lag008,0.984326,0.295204,0.74054,1.01950961
q__bogz1fl262151003q_row_repo__lag003,1.0,0.177976,0.841375,1.01935083
q__bogz1lm263061105q_row_tsy_raw__lag006,0.990596,0.090253,0.937717,1.0183029
q__bogz1lm263061105q_row_tsy__lag006,0.990596,0.090253,0.937717,1.0183029
q__bogz1fl262151003q_row_repo__lag004,0.996865,0.165806,0.85532,1.01792498
m__mvmtd027mnfrbdal_mv_mkt_debt__lag011,1.0,0.100359,0.916348,1.01670656
q__bogz1fl593061105q_pension_ts__lag002,1.0,0.143831,0.871824,1.01565535
q__bogz1fl262151003q_row_repo__lag006,0.990596,0.153143,0.87163,1.01513568
m__civpart_civpart__lag012,0.971787,0.120118,0.924394,1.01504303
q__bogz1fl593061105q_pension_ts__lag001,1.0,0.143961,0.870759,1.0147194
q__bogz1lm663061105q_brokers_dealers_ts__lag007,0.987461,0.156344,0.870539,1.01400648
q__bogz1fl543061165q_life_insurance_ts__lag005,0.99373,0.125709,0.894459,1.01377228
m__busloans_busloans__lag012,0.984326,0.14977,0.879296,1.01293679
m__busloans_busloans__lag007,0.987461,0.145629,0.879198,1.01197608
m__mvmtd027mnfrbdal_mv_mkt_debt__lag012,1.0,0.095115,0.916352,1.0114663
m__busloans_busloans__lag010,0.984326,0.146591,0.880599,1.01108956
q__bogz1fl264135005a_row_loans_l__lag007,0.996865,0.136101,0.876571,1.00949657
q__bogz1fl593061105q_pension_ts__lag003,1.0,0.134498,0.874611,1.0091096
m__ipcongd_ipcongd__lag010,1.0,0.371556,0.637515,1.00907125
q__bogz1fl343061123q_fed_gov_dcg_retirement_ts__lag001,1.0,0.296644,0.711546,1.00819001
m__busloans_busloans__lag011,0.984326,0.145,0.879174,1.00812033
q__fgtlasq027s_gov_loan_a__lag001,1.0,0.087947,0.919271,1.00721849
q__fgla_fgla__lag001,1.0,0.087757,0.9193,1.00705693
q__fgla_fedgov_loans__lag001,1.0,0.087757,0.9193,1.00705693
q__bogz1lm573061133q_private_dc_pension_ts__lag003,1.0,0.108387,0.897498,1.00588504
q__bogz1lm263061105q_row_tsy_raw__lag007,0.987461,0.083633,0.934953,1.00581308
q__bogz1lm263061105q_row_tsy__lag007,0.987461,0.083633,0.934953,1.00581308
m__civpart_civpart__lag011,0.971787,0.109298,0.925546,1.00564782
q__bogz1fl264135005q_row_loans_l__lag006,0.990596,0.128159,0.886819,1.00543312
d__ldgust_tga_fed_alt__lag011,1.0,0.170701,0.834507,1.00520806
q__bogz1fl264135005a_row_loans_l__lag006,1.0,0.135517,0.86961,1.00512717
q__expgs_exports__lag007,0.971787,0.133581,0.900557,1.00496221
q__bogz1fl543061165q_life_insurance_ts__lag006,0.990596,0.11958,0.894883,1.0049227
q__bogz1fl713061103q_fed_tsy__lag002,1.0,0.103004,0.901329,1.00433308
q__bogz1fl713061103q_fed_tsy_raw__lag002,1.0,0.103004,0.901329,1.00433308
q__bogz1fl713061103q_cb_tsy__lag002,1.0,0.103004,0.901329,1.00433308
q__bogz1fl264135005q_row_loans_l__lag007,0.987461,0.12679,0.889979,1.0040192
q__bogz1fl543061165q_life_insurance_ts__lag007,0.987461,0.120396,0.896174,1.0038227
q__bogz1fl543061165q_life_insurance_ts__lag008,0.984326,0.120862,0.898938,1.00381556
m__busloans_busloans__lag006,0.990596,0.137667,0.875423,1.00356287
m__ipcongd_ipcongd__lag012,1.0,0.36493,0.638208,1.00313829
m__currcir_currcir__lag001,1.0,0.104632,0.897984,1.00261589
q__bogz1fl263061130q_row_gov_tsy__lag008,0.984326,0.112106,0.905815,1.00196555
q__fgexpnd_fgexpnd__lag004,0.981191,0.156806,0.864244,1.00184574
d__ldgust_tga_fed_alt__lag012,1.0,0.168367,0.832897,1.00126389
q__na000283q_gov_current_exp__lag004,0.981191,0.15634,0.863964,1.00111299
q__bogz1fl313161110q_totalbills_z1__lag002,1.0,0.227364,0.773462,1.00082507
q__bogz1fl593061105q_pension_ts__lag004,0.996865,0.126434,0.877285,1.00057232
q__bogz1lm663061105q_brokers_dealers_ts__lag005,0.99373,0.133792,0.873063,1.00054257
q__bogz1lm343061113q_fed_gov_dcf_retirement_ts__lag006,0.990596,0.081805,0.927849,1.00015931
q__bogz1lm343061113q_fed_gov_dc_retirement_ts__lag006,0.990596,0.081805,0.927849,1.00015931
q__bogz1lm343061113q_fed_ret_tsy_dc__lag006,0.990596,0.081805,0.927849,1.00015931
m__currcir_currcir__lag002,1.0,0.103331,0.896399,0.99973052
q__bogz1fl264135005q_row_loans_l__lag004,0.996865,0.135035,0.867603,0.99949488
q__fgtsl_fgtsl__lag001,1.0,0.096132,0.901486,0.99761812
m__busloans_busloans__lag005,0.990596,0.13193,0.874355,0.99682227
q__bogz1lm663061105q_brokers_dealers_ts__lag002,1.0,0.165739,0.829595,0.99533407
q__bogz1lm573061105q_private_pension_ts__lag007,0.987461,0.083118,0.924316,0.9948018
q__ophnfb_nflabor_productivity__lag005,0.978056,0.101109,0.915597,0.9943954
q__bogz1lm653061105q_mf_tsy_raw__lag001,1.0,0.110309,0.882978,0.99328757
q__bogz1lm653061105q_mutual_funds_ts__lag001,1.0,0.110309,0.882978,0.99328757
m__currcir_currcir__lag003,1.0,0.098242,0.894645,0.99288703
q__rowsllq027s_row_stloan_l__lag005,0.99373,0.132713,0.866439,0.99288689
d__ldgust_tga_fed_alt__lag010,1.0,0.15987,0.833004,0.99287401
q__bogz1fl543061175q_life_insurance_ts__lag005,0.99373,0.159442,0.839343,0.99252385
q__bogz1fl593061105q_pension_ts__lag006,0.990596,0.11937,0.881573,0.99152959
q__bogz1fl593061105q_pension_ts__lag005,0.99373,0.117586,0.879729,0.9910622
q__bogz1fl313161110q_totalbills_z1__lag001,1.0,0.21927,0.771533,0.99080311
q__bogz1fl702050005q_usb_ffrrp__lag007,0.987461,0.3015,0.701645,0.9905669
q__bogz1fl264135005q_row_loans_l__lag003,1.0,0.134559,0.855212,0.98977068
q__bogz1fl704041005q_usb_stloan_a__lag004,0.996865,0.124852,0.867696,0.98943636
q__psave_psave__lag004,0.981191,0.379903,0.627674,0.98862515
q__bogz1fl704035005q_usb_loan_a__lag008,0.984326,0.148563,0.855166,0.9879966
d__ldgust_tga_fed_alt__lag013,1.0,0.169614,0.817641,0.98725457
q__bogz1fl543461113q_li_bills__lag007,0.987461,0.1499,0.84959,0.98695663
q__fbtsaaq027s_dom_fin_sector_tsy__lag003,1.0,0.09981,0.887132,0.98694262
q__fgla_fgla__lag002,1.0,0.073064,0.913582,0.98664648
q__fgla_fedgov_loans__lag002,1.0,0.073064,0.913582,0.98664648
q__fgtlasq027s_gov_loan_a__lag002,1.0,0.073108,0.913501,0.98660873
q__ttaatashcbshnncb_nfcb_hc_assets__lag007,0.987461,0.105474,0.893505,0.98645278
q__ttaatashcbshnncb_nfcb_hc_assets__lag006,0.990596,0.103134,0.892645,0.98641473
q__bogz1fl543461113q_li_bills__lag006,0.990596,0.148336,0.847103,0.98607818
m__currcir_currcir__lag004,1.0,0.092285,0.893082,0.98536696
m__busloans_busloans__lag004,0.990596,0.121549,0.872963,0.98515914
d__ldgust_tga_fed_alt__lag009,1.0,0.153037,0.83131,0.98434715
q__bogz1fl262151003q_row_repo__lag002,1.0,0.158819,0.825306,0.98412523
q__ttaatashcbshnncb_nfcb_hc_assets__lag005,0.99373,0.099203,0.891088,0.98408287
q__bogz1fl704041005q_usb_stloan_a__lag003,1.0,0.118639,0.865347,0.98398598
q__fgtsl_fgtsl__lag002,1.0,0.0853,0.897802,0.98310184
q__ad02rc1q027sbea_gov_netlending__lag002,0.830721,0.508543,0.674866,0.98308298
q__bogz1lm263061105q_row_tsy_raw__lag008,0.984326,0.06753,0.930388,0.98227743
q__bogz1lm263061105q_row_tsy__lag008,0.984326,0.06753,0.930388,0.98227743
q__ttaatashcbshnncb_nfcb_hc_assets__lag008,0.984326,0.104044,0.893576,0.9819834
d__ldgust_tga_fed_alt__lag008,1.0,0.150729,0.831212,0.98194078
m__currcir_currcir__lag005,1.0,0.090089,0.891583,0.9816714
q__bogz1fl593061105q_pension_ts__lag007,0.987461,0.109455,0.884222,0.98121727
q__ad02rc1q027sbea_gov_netlending__lag001,0.833856,0.521734,0.654753,0.98102017
q__bogz1fl264135005a_row_loans_l__lag005,1.0,0.118062,0.86253,0.98059233
m__manemp_manemp__lag009,1.0,0.310078,0.670329,0.98040688
q__bogz1fl633061110q_mmf_bills_raw__lag003,1.0,0.261024,0.718931,0.97995483
q__bogz1fl633061110q_mmf_bills__lag003,1.0,0.261024,0.718931,0.97995483
q__bogz1fl543461113q_li_bills__lag008,0.984326,0.141209,0.854249,0.97985508
q__fgdef_fgdef__lag004,0.981191,0.344919,0.652743,0.978898
q__bogz1lm263061110q_row_bills_raw__lag005,0.99373,0.112315,0.872469,0.97860977
q__bogz1lm263061110q_row_bills__lag005,0.99373,0.112315,0.872469,0.97860977
q__bogz1fl264135005a_row_loans_l__lag003,1.0,0.119765,0.858417,0.97818175
m__nonrevsl_nonrevsl__lag001,1.0,0.074891,0.902696,0.97758672
q__bogz1fl704035005q_usb_loan_a__lag007,0.987461,0.137999,0.851673,0.97726219
q__bogz1lm573061133q_private_dc_pension_ts__lag004,0.996865,0.087309,0.892646,0.97688398
m__busloans_busloans__lag003,0.99373,0.113634,0.868956,0.97642935
q__bogz1fl543461113q_li_bills__lag005,0.99373,0.136854,0.845636,0.97632991
m__currcir_currcir__lag006,1.0,0.086778,0.889505,0.97628372
q__bogz1fl704041005q_usb_stloan_a__lag005,0.99373,0.115651,0.866652,0.97614387
d__ldgust_tga_fed_alt__lag007,1.0,0.145877,0.830022,0.97589869
q__ttaatashcbshnncb_nfcb_hc_assets__lag004,0.996865,0.090038,0.888805,0.97577476
q__bogz1lm343061113q_fed_gov_dcf_retirement_ts__lag007,0.987461,0.062877,0.922585,0.97310492
q__bogz1lm343061113q_fed_gov_dc_retirement_ts__lag007,0.987461,0.062877,0.922585,0.97310492
q__bogz1lm343061113q_fed_ret_tsy_dc__lag007,0.987461,0.062877,0.922585,0.97310492
q__bogz1fl264135005q_row_loans_l__lag008,0.984326,0.100512,0.88777,0.97279177
q__expgs_exports__lag006,0.974922,0.107521,0.889105,0.97163312
q__rowsllq027s_row_stloan_l__lag007,0.987461,0.11044,0.873207,0.97131247
q__bogz1fl704035005q_usb_loan_a__lag006,0.990596,0.130708,0.849725,0.9712124
q__bogz1lm153061105q_hhnp_tsy__lag005,0.99373,0.234627,0.742703,0.97120285
m__ipcongd_ipcongd__lag007,1.0,0.346819,0.62388,0.9706988
q__ttaatashcbshnncb_nfcb_hc_assets__lag003,1.0,0.083447,0.886771,0.97021841
q__bogz1fl593061105q_pension_ts__lag008,0.984326,0.102744,0.882812,0.97010784
q__bogz1fl543461113q_li_bills__lag003,1.0,0.129861,0.839831,0.96969195
q__fgla_fgla__lag003,1.0,0.061973,0.907548,0.96952183
